eruptions,waiting,density
3.964864865,45.14864865,4.03E-11
4.012162162,45.14864865,1.70E-11
4.059459459,45.14864865,6.93E-12
4.106756757,45.14864865,2.74E-12
4.154054054,45.14864865,1.05E-12
4.201351351,45.14864865,3.91E-13
4.248648649,45.14864865,1.40E-13
4.295945946,45.14864865,4.86E-14
4.343243243,45.14864865,1.63E-14
4.390540541,45.14864865,5.30E-15
4.437837838,45.14864865,1.67E-15
4.485135135,45.14864865,5.10E-16
4.532432432,45.14864865,1.53E-16
4.57972973,45.14864865,4.55E-17
4.627027027,45.14864865,1.37E-17
4.674324324,45.14864865,4.35E-18
4.721621622,45.14864865,1.49E-18
4.768918919,45.14864865,5.59E-19
4.816216216,45.14864865,2.26E-19
4.863513514,45.14864865,9.56E-20
4.910810811,45.14864865,4.08E-20
4.958108108,45.14864865,1.73E-20
5.005405405,45.14864865,7.15E-21
5.052702703,45.14864865,2.87E-21
5.1,45.14864865,1.12E-21
1.6,45.86486486,0.008115214
1.647297297,45.86486486,0.009584503
1.694594595,45.86486486,0.010980061
1.741891892,45.86486486,0.012210108
1.789189189,45.86486486,0.013191415
1.836486486,45.86486486,0.013860168
1.883783784,45.86486486,0.014179924
1.931081081,45.86486486,0.01414506
1.978378378,45.86486486,0.013779223
2.025675676,45.86486486,0.013129402
2.072972973,45.86486486,0.012257274
2.12027027,45.86486486,0.011229868
2.167567568,45.86486486,0.010111442
2.214864865,45.86486486,0.008957859
2.262162162,45.86486486,0.007813859
2.309459459,45.86486486,0.00671287
2.356756757,45.86486486,0.005678472
2.404054054,45.86486486,0.004726531
2.451351351,45.86486486,0.003867196
2.498648649,45.86486486,0.003106321
2.545945946,45.86486486,0.002446235
2.593243243,45.86486486,0.001886054
2.640540541,45.86486486,0.001421839
2.687837838,45.86486486,0.001046844
2.735135135,45.86486486,0.000752002
2.782432432,45.86486486,0.000526641
2.82972973,45.86486486,0.000359347
2.877027027,45.86486486,0.000238813
2.924324324,45.86486486,0.000154558
2.971621622,45.86486486,9.74E-05
3.018918919,45.86486486,5.98E-05
3.066216216,45.86486486,3.58E-05
3.113513514,45.86486486,2.10E-05
3.160810811,45.86486486,1.20E-05
3.208108108,45.86486486,6.72E-06
3.255405405,45.86486486,3.70E-06
3.302702703,45.86486486,2.01E-06
3.35,45.86486486,1.08E-06
3.397297297,45.86486486,5.72E-07
3.444594595,45.86486486,3.02E-07
3.491891892,45.86486486,1.58E-07
3.539189189,45.86486486,8.25E-08
3.586486486,45.86486486,4.27E-08
3.633783784,45.86486486,2.18E-08
3.681081081,45.86486486,1.10E-08
3.728378378,45.86486486,5.48E-09
3.775675676,45.86486486,2.67E-09
3.822972973,45.86486486,1.27E-09
3.87027027,45.86486486,5.88E-10
3.917567568,45.86486486,2.65E-10
3.964864865,45.86486486,1.16E-10
4.012162162,45.86486486,4.92E-11
4.059459459,45.86486486,2.02E-11
4.106756757,45.86486486,8.05E-12
4.154054054,45.86486486,3.10E-12
4.201351351,45.86486486,1.15E-12
4.248648649,45.86486486,4.15E-13
4.295945946,45.86486486,1.44E-13
4.343243243,45.86486486,4.86E-14
4.390540541,45.86486486,1.59E-14
4.437837838,45.86486486,5.07E-15
4.485135135,45.86486486,1.59E-15
4.532432432,45.86486486,4.99E-16
4.57972973,45.86486486,1.61E-16
4.627027027,45.86486486,5.54E-17
4.674324324,45.86486486,2.08E-17
4.721621622,45.86486486,8.50E-18
4.768918919,45.86486486,3.70E-18
4.816216216,45.86486486,1.66E-18
4.863513514,45.86486486,7.45E-19
4.910810811,45.86486486,3.29E-19
4.958108108,45.86486486,1.42E-19
5.005405405,45.86486486,5.90E-20
5.052702703,45.86486486,2.38E-20
5.1,45.86486486,9.29E-21
1.6,46.58108108,0.009108307
1.647297297,46.58108108,0.010764475
1.694594595,46.58108108,0.012343201
1.741891892,46.58108108,0.01374216
1.789189189,46.58108108,0.014867962
1.836486486,46.58108108,0.015648251
1.883783784,46.58108108,0.016040682
1.931081081,46.58108108,0.016036987
1.978378378,46.58108108,0.015661505
2.025675676,46.58108108,0.01496484
2.072972973,46.58108108,0.014014396
2.12027027,46.58108108,0.012884044
2.167567568,46.58108108,0.011645047
2.214864865,46.58108108,0.01035969
2.262162162,46.58108108,0.009078131
2.309459459,46.58108108,0.007838096
2.356756757,46.58108108,0.006666481
2.404054054,46.58108108,0.005581733
2.451351351,46.58108108,0.004596106
2.498648649,46.58108108,0.003717253
2.545945946,46.58108108,0.002949053
2.593243243,46.58108108,0.00229188
2.640540541,46.58108108,0.001742661
2.687837838,46.58108108,0.001295028
2.735135135,46.58108108,0.000939754
2.782432432,46.58108108,0.000665496
2.82972973,46.58108108,0.000459744
2.877027027,46.58108108,0.000309809
2.924324324,46.58108108,0.000203698
2.971621622,46.58108108,0.000130755
3.018918919,46.58108108,8.20E-05
3.066216216,46.58108108,5.04E-05
3.113513514,46.58108108,3.03E-05
3.160810811,46.58108108,1.79E-05
3.208108108,46.58108108,1.04E-05
3.255405405,46.58108108,6.01E-06
3.302702703,46.58108108,3.43E-06
3.35,46.58108108,1.94E-06
3.397297297,46.58108108,1.09E-06
3.444594595,46.58108108,6.07E-07
3.491891892,46.58108108,3.36E-07
3.539189189,46.58108108,1.84E-07
3.586486486,46.58108108,9.90E-08
3.633783784,46.58108108,5.25E-08
3.681081081,46.58108108,2.73E-08
3.728378378,46.58108108,1.39E-08
3.775675676,46.58108108,6.89E-09
3.822972973,46.58108108,3.32E-09
3.87027027,46.58108108,1.56E-09
3.917567568,46.58108108,7.08E-10
3.964864865,46.58108108,3.12E-10
4.012162162,46.58108108,1.33E-10
4.059459459,46.58108108,5.48E-11
4.106756757,46.58108108,2.19E-11
4.154054054,46.58108108,8.44E-12
4.201351351,46.58108108,3.15E-12
4.248648649,46.58108108,1.14E-12
4.295945946,46.58108108,3.97E-13
4.343243243,46.58108108,1.35E-13
4.390540541,46.58108108,4.49E-14
4.437837838,46.58108108,1.48E-14
4.485135135,46.58108108,4.93E-15
4.532432432,46.58108108,1.71E-15
4.57972973,46.58108108,6.41E-16
4.627027027,46.58108108,2.63E-16
4.674324324,46.58108108,1.17E-16
4.721621622,46.58108108,5.45E-17
4.768918919,46.58108108,2.58E-17
4.816216216,46.58108108,1.21E-17
4.863513514,46.58108108,5.57E-18
4.910810811,46.58108108,2.49E-18
4.958108108,46.58108108,1.08E-18
5.005405405,46.58108108,4.51E-19
5.052702703,46.58108108,1.82E-19
5.1,46.58108108,7.12E-20
1.6,47.2972973,0.009899808
1.647297297,47.2972973,0.01171803
1.694594595,47.2972973,0.013462111
1.741891892,47.2972973,0.015021248
1.789189189,47.2972973,0.016293009
1.836486486,47.2972973,0.017196442
1.883783784,47.2972973,0.017682067
1.931081081,47.2972973,0.017736788
1.978378378,47.2972973,0.017382902
2.025675676,47.2972973,0.016671813
2.072972973,47.2972973,0.015674189
2.12027027,47.2972973,0.014468942
2.167567568,47.2972973,0.01313332
2.214864865,47.2972973,0.011735744
2.262162162,47.2972973,0.010332058
2.309459459,47.2972973,0.008964871
2.356756757,47.2972973,0.007665067
2.404054054,47.2972973,0.006454277
2.451351351,47.2972973,0.00534731
2.498648649,47.2972973,0.004353906
2.545945946,47.2972973,0.003479667
2.593243243,47.2972973,0.002726343
2.640540541,47.2972973,0.002091843
2.687837838,47.2972973,0.001570327
2.735135135,47.2972973,0.001152601
2.782432432,47.2972973,0.000826875
2.82972973,47.2972973,0.000579776
2.877027027,47.2972973,0.000397454
2.924324324,47.2972973,0.000266586
2.971621622,47.2972973,0.000175149
3.018918919,47.2972973,0.000112896
3.066216216,47.2972973,7.15E-05
3.113513514,47.2972973,4.46E-05
3.160810811,47.2972973,2.75E-05
3.208108108,47.2972973,1.68E-05
3.255405405,47.2972973,1.01E-05
3.302702703,47.2972973,6.09E-06
3.35,47.2972973,3.62E-06
3.397297297,47.2972973,2.14E-06
3.444594595,47.2972973,1.25E-06
3.491891892,47.2972973,7.17E-07
3.539189189,47.2972973,4.06E-07
3.586486486,47.2972973,2.25E-07
3.633783784,47.2972973,1.22E-07
3.681081081,47.2972973,6.48E-08
3.728378378,47.2972973,3.34E-08
3.775675676,47.2972973,1.68E-08
3.822972973,47.2972973,8.16E-09
3.87027027,47.2972973,3.85E-09
3.917567568,47.2972973,1.76E-09
3.964864865,47.2972973,7.78E-10
4.012162162,47.2972973,3.33E-10
4.059459459,47.2972973,1.38E-10
4.106756757,47.2972973,5.50E-11
4.154054054,47.2972973,2.13E-11
4.201351351,47.2972973,7.97E-12
4.248648649,47.2972973,2.89E-12
4.295945946,47.2972973,1.02E-12
4.343243243,47.2972973,3.56E-13
4.390540541,47.2972973,1.24E-13
4.437837838,47.2972973,4.39E-14
4.485135135,47.2972973,1.65E-14
4.532432432,47.2972973,6.76E-15
4.57972973,47.2972973,3.03E-15
4.627027027,47.2972973,1.45E-15
4.674324324,47.2972973,7.20E-16
4.721621622,47.2972973,3.58E-16
4.768918919,47.2972973,1.76E-16
4.816216216,47.2972973,8.40E-17
4.863513514,47.2972973,3.90E-17
4.910810811,47.2972973,1.75E-17
4.958108108,47.2972973,7.61E-18
5.005405405,47.2972973,3.19E-18
5.052702703,47.2972973,1.29E-18
5.1,47.2972973,5.03E-19
1.6,48.01351351,0.010527298
1.647297297,48.01351351,0.012485082
1.694594595,48.01351351,0.014377206
1.741891892,48.01351351,0.016086181
1.789189189,48.01351351,0.0175016
1.836486486,48.01351351,0.018534058
1.883783784,48.01351351,0.019126144
1.931081081,48.01351351,0.019258351
1.978378378,48.01351351,0.018948879
2.025675676,48.01351351,0.01824777
2.072972973,48.01351351,0.017227047
2.12027027,48.01351351,0.015969252
2.167567568,48.01351351,0.014556817
2.214864865,48.01351351,0.01306407
2.262162162,48.01351351,0.011552732
2.309459459,48.01351351,0.010070717
2.356756757,48.01351351,0.008653351
2.404054054,48.01351351,0.007325802
2.451351351,48.01351351,0.006105613
2.498648649,48.01351351,0.005004632
2.545945946,48.01351351,0.004030087
2.593243243,48.01351351,0.003184974
2.640540541,48.01351351,0.002468091
2.687837838,48.01351351,0.001874116
2.735135135,48.01351351,0.001393988
2.782432432,48.01351351,0.001015662
2.82972973,48.01351351,0.000725164
2.877027027,48.01351351,0.000507769
2.924324324,48.01351351,0.000349113
2.971621622,48.01351351,0.00023606
3.018918919,48.01351351,0.00015727
3.066216216,48.01351351,0.000103444
3.113513514,48.01351351,6.73E-05
3.160810811,48.01351351,4.34E-05
3.208108108,48.01351351,2.77E-05
3.255405405,48.01351351,1.76E-05
3.302702703,48.01351351,1.10E-05
3.35,48.01351351,6.85E-06
3.397297297,48.01351351,4.20E-06
3.444594595,48.01351351,2.53E-06
3.491891892,48.01351351,1.50E-06
3.539189189,48.01351351,8.68E-07
3.586486486,48.01351351,4.91E-07
3.633783784,48.01351351,2.71E-07
3.681081081,48.01351351,1.45E-07
3.728378378,48.01351351,7.55E-08
3.775675676,48.01351351,3.81E-08
3.822972973,48.01351351,1.87E-08
3.87027027,48.01351351,8.84E-09
3.917567568,48.01351351,4.05E-09
3.964864865,48.01351351,1.80E-09
4.012162162,48.01351351,7.70E-10
4.059459459,48.01351351,3.19E-10
4.106756757,48.01351351,1.28E-10
4.154054054,48.01351351,4.98E-11
4.201351351,48.01351351,1.88E-11
4.248648649,48.01351351,6.93E-12
4.295945946,48.01351351,2.53E-12
4.343243243,48.01351351,9.28E-13
4.390540541,48.01351351,3.54E-13
4.437837838,48.01351351,1.45E-13
4.485135135,48.01351351,6.49E-14
4.532432432,48.01351351,3.16E-14
4.57972973,48.01351351,1.62E-14
4.627027027,48.01351351,8.51E-15
4.674324324,48.01351351,4.44E-15
4.721621622,48.01351351,2.27E-15
4.768918919,48.01351351,1.13E-15
4.816216216,48.01351351,5.43E-16
4.863513514,48.01351351,2.53E-16
4.910810811,48.01351351,1.14E-16
4.958108108,48.01351351,4.95E-17
5.005405405,48.01351351,2.07E-17
5.052702703,48.01351351,8.38E-18
5.1,48.01351351,3.27E-18
1.6,48.72972973,0.011066127
1.647297297,48.72972973,0.013146634
1.694594595,48.72972973,0.015171624
1.741891892,48.72972973,0.017018137
1.789189189,48.72972973,0.01856873
1.836486486,48.72972973,0.019726059
1.883783784,48.72972973,0.020424819
1.931081081,48.72972973,0.020638672
1.978378378,48.72972973,0.020380975
2.025675676,48.72972973,0.019699507
2.072972973,48.72972973,0.018666775
2.12027027,48.72972973,0.017368257
2.167567568,48.72972973,0.015891128
2.214864865,48.72972973,0.014315431
2.262162162,48.72972973,0.012708747
2.309459459,48.72972973,0.011124343
2.356756757,48.72972973,0.009601999
2.404054054,48.72972973,0.008170304
2.451351351,48.72972973,0.006849272
2.498648649,48.72972973,0.005652462
2.545945946,48.72972973,0.004588269
2.593243243,48.72972973,0.003660488
2.640540541,48.72972973,0.002868451
2.687837838,48.72972973,0.002207154
2.735135135,48.72972973,0.00166764
2.782432432,48.72972973,0.001237746
2.82972973,48.72972973,0.000903172
2.877027027,48.72972973,0.000648682
2.924324324,48.72972973,0.000459267
2.971621622,48.72972973,0.000321065
3.018918919,48.72972973,0.000221989
3.066216216,48.72972973,0.000152014
3.113513514,48.72972973,0.000103189
3.160810811,48.72972973,6.94E-05
3.208108108,48.72972973,4.63E-05
3.255405405,48.72972973,3.06E-05
3.302702703,48.72972973,1.99E-05
3.35,48.72972973,1.28E-05
3.397297297,48.72972973,8.04E-06
3.444594595,48.72972973,4.97E-06
3.491891892,48.72972973,3.00E-06
3.539189189,48.72972973,1.76E-06
3.586486486,48.72972973,1.01E-06
3.633783784,48.72972973,5.62E-07
3.681081081,48.72972973,3.04E-07
3.728378378,48.72972973,1.59E-07
3.775675676,48.72972973,8.06E-08
3.822972973,48.72972973,3.96E-08
3.87027027,48.72972973,1.88E-08
3.917567568,48.72972973,8.64E-09
3.964864865,48.72972973,3.84E-09
4.012162162,48.72972973,1.65E-09
4.059459459,48.72972973,6.87E-10
4.106756757,48.72972973,2.77E-10
4.154054054,48.72972973,1.09E-10
4.201351351,48.72972973,4.19E-11
4.248648649,48.72972973,1.61E-11
4.295945946,48.72972973,6.28E-12
4.343243243,48.72972973,2.59E-12
4.390540541,48.72972973,1.16E-12
4.437837838,48.72972973,5.67E-13
4.485135135,48.72972973,2.98E-13
4.532432432,48.72972973,1.63E-13
4.57972973,48.72972973,8.99E-14
4.627027027,48.72972973,4.90E-14
4.674324324,48.72972973,2.61E-14
4.721621622,48.72972973,1.35E-14
4.768918919,48.72972973,6.73E-15
4.816216216,48.72972973,3.25E-15
4.863513514,48.72972973,1.52E-15
4.910810811,48.72972973,6.82E-16
4.958108108,48.72972973,2.96E-16
5.005405405,48.72972973,1.24E-16
5.052702703,48.72972973,5.03E-17
5.1,48.72972973,1.96E-17
1.6,49.44594595,0.011593176
1.647297297,49.44594595,0.013785334
1.694594595,49.44594595,0.015929934
1.741891892,49.44594595,0.017899131
1.789189189,49.44594595,0.019569255
1.836486486,49.44594595,0.020835983
1.883783784,49.44594595,0.021627086
1.931081081,49.44594595,0.021910284
1.978378378,49.44594595,0.021694792
2.025675676,49.44594595,0.021026612
2.072972973,49.44594595,0.019978993
2.12027027,49.44594595,0.018640417
2.167567568,49.44594595,0.01710272
2.214864865,49.44594595,0.015451468
2.262162162,49.44594595,0.01375982
2.309459459,49.44594595,0.012086017
2.356756757,49.44594595,0.010473795
2.404054054,49.44594595,0.008954547
2.451351351,49.44594595,0.007550021
2.498648649,49.44594595,0.006274668
2.545945946,49.44594595,0.005137225
2.593243243,49.44594595,0.004141517
2.640540541,49.44594595,0.00328679
2.687837838,49.44594595,0.002567938
2.735135135,49.44594595,0.001975917
2.782432432,49.44594595,0.001498493
2.82972973,49.44594595,0.001121283
2.877027027,49.44594595,0.000828937
2.924324324,49.44594595,0.000606282
2.971621622,49.44594595,0.000439252
3.018918919,49.44594595,0.000315507
3.066216216,49.44594595,0.000224739
3.113513514,49.44594595,0.00015868
3.160810811,49.44594595,0.000110922
3.208108108,49.44594595,7.66E-05
3.255405405,49.44594595,5.22E-05
3.302702703,49.44594595,3.49E-05
3.35,49.44594595,2.30E-05
3.397297297,49.44594595,1.48E-05
3.444594595,49.44594595,9.26E-06
3.491891892,49.44594595,5.66E-06
3.539189189,49.44594595,3.36E-06
3.586486486,49.44594595,1.94E-06
3.633783784,49.44594595,1.09E-06
3.681081081,49.44594595,5.91E-07
3.728378378,49.44594595,3.11E-07
3.775675676,49.44594595,1.58E-07
3.822972973,49.44594595,7.78E-08
3.87027027,49.44594595,3.71E-08
3.917567568,49.44594595,1.71E-08
3.964864865,49.44594595,7.60E-09
4.012162162,49.44594595,3.28E-09
4.059459459,49.44594595,1.38E-09
4.106756757,49.44594595,5.63E-10
4.154054054,49.44594595,2.27E-10
4.201351351,49.44594595,9.19E-11
4.248648649,49.44594595,3.85E-11
4.295945946,49.44594595,1.72E-11
4.343243243,49.44594595,8.42E-12
4.390540541,49.44594595,4.49E-12
4.437837838,49.44594595,2.53E-12
4.485135135,49.44594595,1.47E-12
4.532432432,49.44594595,8.48E-13
4.57972973,49.44594595,4.82E-13
4.627027027,49.44594595,2.66E-13
4.674324324,49.44594595,1.43E-13
4.721621622,49.44594595,7.41E-14
4.768918919,49.44594595,3.71E-14
4.816216216,49.44594595,1.79E-14
4.863513514,49.44594595,8.37E-15
4.910810811,49.44594595,3.77E-15
4.958108108,49.44594595,1.64E-15
5.005405405,49.44594595,6.86E-16
5.052702703,49.44594595,2.78E-16
5.1,49.44594595,1.08E-16
1.6,50.16216216,0.012149945
1.647297297,50.16216216,0.014445753
1.694594595,50.16216216,0.016697164
1.741891892,50.16216216,0.018771593
1.789189189,50.16216216,0.020539891
1.836486486,50.16216216,0.021892026
1.883783784,50.16216216,0.022750509
1.931081081,50.16216216,0.023078931
1.978378378,50.16216216,0.022884111
2.025675676,50.16216216,0.022211723
2.072972973,50.16216216,0.021136792
2.12027027,50.16216216,0.019751376
2.167567568,50.16216216,0.018152108
2.214864865,50.16216216,0.016429858
2.262162162,50.16216216,0.014662871
2.309459459,50.16216216,0.01291367
2.356756757,50.16216216,0.011229118
2.404054054,50.16216216,0.009642465
2.451351351,50.16216216,0.008176163
2.498648649,50.16216216,0.00684449
2.545945946,50.16216216,0.005655453
